,Year,State,Population
7750,2001,GEORGIA,"55,000"
7751,2001,HAWAII,"8,000"
7752,2001,IDAHO,"100,000"
7753,2001,ILLINOIS,"6,000"
7754,2001,INDIANA,"7,000"
7755,2001,IOWA,"33,000"
7756,2001,KANSAS,"13,000"
7757,2001,KENTUCKY,"4,000"
7758,2001,LOUISIANA,"45,000"
7759,2001,MAINE,"11,000"
7760,2001,MARYLAND,"4,000"
7761,2001,MICHIGAN,"76,000"
7762,2001,MINNESOTA,"135,000"
7763,2001,MISSISSIPPI,"17,000"
7764,2001,MISSOURI,"22,000"
7765,2001,MONTANA,"136,000"
7766,2001,NEBRASKA,"43,000"
7767,2001,NEVADA,"9,000"
7768,2001,NEW JERSEY,"11,000"
7769,2001,NEW MEXICO,"10,000"
7770,2001,NEW YORK,"53,000"
7771,2001,NORTH CAROLINA,"13,000"
7772,2001,NORTH DAKOTA,"280,000"
7773,2001,OHIO,"18,000"
7774,2001,OKLAHOMA,"4,000"
7775,2001,OREGON,"44,000"
7776,2001,OTHER STATES,"8,000"
7777,2001,PENNSYLVANIA,"26,000"
7778,2001,SOUTH CAROLINA,"7,000"
7779,2001,SOUTH DAKOTA,"235,000"
7780,2001,TENNESSEE,"8,000"
7781,2001,TEXAS,"97,000"
7782,2001,UTAH,"23,000"
7783,2001,VERMONT,"7,000"
7784,2001,VIRGINIA,"9,000"
7785,2001,WASHINGTON,"48,000"
7786,2001,WEST VIRGINIA,"7,000"
7787,2001,WISCONSIN,"67,000"
7788,2001,WYOMING,"38,000"
7789,2000,ALABAMA,"16,000"
7790,2000,ARIZONA,"40,000"
7791,2000,ARKANSAS,"52,000"
7792,2000,CALIFORNIA,"440,000"
7793,2000,COLORADO,"29,000"
7794,2000,FLORIDA,"232,000"
7795,2000,GEORGIA,"55,000"
7796,2000,HAWAII,"7,000"
7797,2000,IDAHO,"100,000"
7798,2000,ILLINOIS,"8,000"
7799,2000,INDIANA,"8,000"
7800,2000,IOWA,"30,000"
7801,2000,KANSAS,"15,000"
7802,2000,KENTUCKY,"4,000"
7803,2000,LOUISIANA,"43,000"
7804,2000,MAINE,"11,000"
7805,2000,MARYLAND,"6,000"
7806,2000,MICHIGAN,"72,000"
7807,2000,MINNESOTA,"150,000"
7808,2000,MISSISSIPPI,"17,000"
7809,2000,MISSOURI,"23,000"
7810,2000,MONTANA,"124,000"
7811,2000,NEBRASKA,"50,000"
7812,2000,NEVADA,"10,000"
7813,2000,NEW JERSEY,"11,000"
7814,2000,NEW MEXICO,"15,000"
7815,2000,NEW YORK,"58,000"
7816,2000,NORTH CAROLINA,"11,000"
7817,2000,NORTH DAKOTA,"300,000"
7818,2000,OHIO,"18,000"
7819,2000,OKLAHOMA,"7,000"
7820,2000,OREGON,"48,000"
7821,2000,OTHER STATES,"18,000"
7822,2000,PENNSYLVANIA,"25,000"
7823,2000,SOUTH DAKOTA,"235,000"
7824,2000,TENNESSEE,"9,000"
7825,2000,TEXAS,"105,000"
7826,2000,UTAH,"24,000"
7827,2000,VERMONT,"7,000"
7828,2000,VIRGINIA,"7,000"
7829,2000,WASHINGTON,"52,000"
7830,2000,WEST VIRGINIA,"7,000"
7831,2000,WISCONSIN,"84,000"
7832,2000,WYOMING,"39,000"
7833,1999,ALABAMA,"17,000"
7834,1999,ARIZONA,"52,000"
7835,1999,ARKANSAS,"52,000"
7836,1999,CALIFORNIA,"465,000"
7837,1999,COLORADO,"27,000"
7838,1999,FLORIDA,"228,000"
7839,1999,GEORGIA,"65,000"
7840,1999,HAWAII,"8,000"
7841,1999,IDAHO,"120,000"
7842,1999,ILLINOIS,"9,000"
7843,1999,INDIANA,"10,000"
7844,1999,IOWA,"40,000"
7845,1999,KANSAS,"13,000"
7846,1999,KENTUCKY,"3,000"
7847,1999,LOUISIANA,"48,000"
7848,1999,MAINE,"14,000"
7849,1999,MARYLAND,"6,000"
7850,1999,MICHIGAN,"73,000"
7851,1999,MINNESOTA,"145,000"
7852,1999,MISSISSIPPI,"18,000"
7853,1999,MISSOURI,"24,000"
7854,1999,MONTANA,"122,000"
7855,1999,NEBRASKA,"58,000"
7856,1999,NEVADA,"9,000"
7857,1999,NEW JERSEY,"10,000"
7858,1999,NEW MEXICO,"15,000"
7859,1999,NEW YORK,"69,000"
7860,1999,NORTH CAROLINA,"9,000"
7861,1999,NORTH DAKOTA,"255,000"
7862,1999,OHIO,"20,000"
7863,1999,OKLAHOMA,"6,000"
7864,1999,OREGON,"45,000"
7865,1999,OTHER STATES,"15,000"
7866,1999,PENNSYLVANIA,"28,000"
7867,1999,SOUTH DAKOTA,"224,000"
7868,1999,TENNESSEE,"8,000"
7869,1999,TEXAS,"108,000"
7870,1999,UTAH,"26,000"
7871,1999,VERMONT,"6,000"
7872,1999,VIRGINIA,"7,000"
7873,1999,WASHINGTON,"52,000"
7874,1999,WEST VIRGINIA,"6,000"
7875,1999,WISCONSIN,"80,000"
7876,1999,WYOMING,"37,000"
7877,1998,ALABAMA,"16,000"
7878,1998,ARIZONA,"55,000"
7879,1998,ARKANSAS,"53,000"
7880,1998,CALIFORNIA,"450,000"
7881,1998,COLORADO,"27,000"
7882,1998,FLORIDA,"230,000"
7883,1998,GEORGIA,"75,000"
7884,1998,HAWAII,"8,000"
7885,1998,IDAHO,"120,000"
7886,1998,ILLINOIS,"9,000"
7887,1998,INDIANA,"9,000"
7888,1998,IOWA,"50,000"
7889,1998,KANSAS,"16,000"
7890,1998,KENTUCKY,"3,000"
7891,1998,LOUISIANA,"41,000"
7892,1998,MAINE,"10,000"
7893,1998,MARYLAND,"7,000"
7894,1998,MICHIGAN,"80,000"
7895,1998,MINNESOTA,"140,000"
7896,1998,MISSISSIPPI,"18,000"
7897,1998,MISSOURI,"23,000"
7898,1998,MONTANA,"115,000"
7899,1998,NEBRASKA,"64,000"
7900,1998,NEVADA,"10,000"
7901,1998,NEW JERSEY,"11,000"
7902,1998,NEW MEXICO,"14,000"
7903,1998,NEW YORK,"65,000"
7904,1998,NORTH CAROLINA,"8,000"
7905,1998,NORTH DAKOTA,"230,000"
7906,1998,OHIO,"18,000"
7907,1998,OKLAHOMA,"4,000"
7908,1998,OREGON,"50,000"
7909,1998,OTHER STATES,"16,000"
7910,1998,PENNSYLVANIA,"26,000"
7911,1998,SOUTH DAKOTA,"225,000"
7912,1998,TENNESSEE,"7,000"
7913,1998,TEXAS,"91,000"
7914,1998,UTAH,"30,000"
7915,1998,VERMONT,"6,000"
7916,1998,VIRGINIA,"8,000"
7917,1998,WASHINGTON,"58,000"
7918,1998,WEST VIRGINIA,"6,000"
7919,1998,WISCONSIN,"89,000"
7920,1998,WYOMING,"46,000"
7921,1997,ALABAMA,"14,000"
7922,1997,ARIZONA,"42,000"
7923,1997,ARKANSAS,"50,000"
7924,1997,CALIFORNIA,"420,000"
7925,1997,COLORADO,"35,000"
7926,1997,FLORIDA,"240,000"
7927,1997,GEORGIA,"75,000"
7928,1997,HAWAII,"9,000"
7929,1997,IDAHO,"120,000"
7930,1997,ILLINOIS,"7,000"
7931,1997,INDIANA,"8,000"
7932,1997,IOWA,"45,000"
7933,1997,KANSAS,"17,000"
7934,1997,KENTUCKY,"3,000"
7935,1997,LOUISIANA,"44,000"
7936,1997,MAINE,"8,000"
7937,1997,MARYLAND,"6,000"
7938,1997,MICHIGAN,"85,000"
7939,1997,MINNESOTA,"145,000"
7940,1997,MISSISSIPPI,"19,000"
7941,1997,MISSOURI,"24,000"
7942,1997,MONTANA,"107,000"
7943,1997,NEBRASKA,"61,000"
7944,1997,NEVADA,"14,000"
7945,1997,NEW JERSEY,"10,000"
7946,1997,NEW MEXICO,"15,000"
7947,1997,NEW YORK,"72,000"
7948,1997,NORTH CAROLINA,"8,000"
7949,1997,NORTH DAKOTA,"245,000"
7950,1997,OHIO,"22,000"
7951,1997,OKLAHOMA,"4,000"
7952,1997,OREGON,"50,000"
7953,1997,OTHER STATES,"14,000"
7954,1997,PENNSYLVANIA,"22,000"
7955,1997,SOUTH DAKOTA,"240,000"
7956,1997,TENNESSEE,"7,000"
7957,1997,TEXAS,"94,000"
7958,1997,UTAH,"32,000"
7959,1997,VERMONT,"5,000"
7960,1997,VIRGINIA,"8,000"
7961,1997,WASHINGTON,"60,000"
7962,1997,WEST VIRGINIA,"8,000"
7963,1997,WISCONSIN,"79,000"
7964,1997,WYOMING,"38,000"
7965,1996,ALABAMA,"15,000"
7966,1996,ARIZONA,"32,000"
7967,1996,ARKANSAS,"50,000"
7968,1996,CALIFORNIA,"390,000"
7969,1996,COLORADO,"30,000"
7970,1996,FLORIDA,"240,000"
7971,1996,GEORGIA,"75,000"
7972,1996,HAWAII,"8,000"
7973,1996,IDAHO,"110,000"
7974,1996,ILLINOIS,"11,000"
7975,1996,INDIANA,"9,000"
7976,1996,IOWA,"52,000"
7977,1996,KANSAS,"16,000"
7978,1996,KENTUCKY,"3,000"
7979,1996,LOUISIANA,"44,000"
7980,1996,MAINE,"9,000"
7981,1996,MARYLAND,"7,000"
7982,1996,MICHIGAN,"90,000"
7983,1996,MINNESOTA,"150,000"
7984,1996,MISSISSIPPI,"17,000"
7985,1996,MISSOURI,"22,000"
7986,1996,MONTANA,"117,000"
7987,1996,NEBRASKA,"65,000"
7988,1996,NEVADA,"14,000"
7989,1996,NEW JERSEY,"7,000"
7990,1996,NEW MEXICO,"15,000"
7991,1996,NEW YORK,"68,000"
7992,1996,NORTH CAROLINA,"12,000"
7993,1996,NORTH DAKOTA,"230,000"
7994,1996,OHIO,"24,000"
7995,1996,OKLAHOMA,"4,000"
7996,1996,OREGON,"55,000"
7997,1996,OTHER STATES,"7,000"
7998,1996,PENNSYLVANIA,"23,000"
7999,1996,SOUTH CAROLINA,"9,000"
8000,1996,SOUTH DAKOTA,"240,000"
8001,1996,TENNESSEE,"5,000"
8002,1996,TEXAS,"82,000"
8003,1996,UTAH,"34,000"
8004,1996,VERMONT,"4,000"
8005,1996,VIRGINIA,"7,000"
8006,1996,WASHINGTON,"60,000"
8007,1996,WEST VIRGINIA,"10,000"
8008,1996,WISCONSIN,"69,000"
8009,1996,WYOMING,"40,000"
8010,1995,ALABAMA,"16,000"
8011,1995,ARIZONA,"52,000"
8012,1995,ARKANSAS,"55,000"
8013,1995,CALIFORNIA,"420,000"
8014,1995,COLORADO,"45,000"
8015,1995,FLORIDA,"230,000"
8016,1995,GEORGIA,"70,000"
8017,1995,HAWAII,"8,000"
8018,1995,IDAHO,"125,000"
8019,1995,ILLINOIS,"11,000"
8020,1995,INDIANA,"12,000"
8021,1995,IOWA,"45,000"
8022,1995,KANSAS,"17,000"
8023,1995,KENTUCKY,"3,000"
8024,1995,LOUISIANA,"38,000"
8025,1995,MAINE,"11,000"
8026,1995,MARYLAND,"7,000"
8027,1995,MICHIGAN,"97,000"
8028,1995,MINNESOTA,"165,000"
8029,1995,MISSISSIPPI,"16,000"
8030,1995,MISSOURI,"23,000"
8031,1995,MONTANA,"106,000"
8032,1995,NEBRASKA,"60,000"
8033,1995,NEVADA,"10,000"
8034,1995,NEW JERSEY,"10,000"
8035,1995,NEW MEXICO,"19,000"
8036,1995,NEW YORK,"70,000"
8037,1995,NORTH CAROLINA,"12,000"
8038,1995,NORTH DAKOTA,"220,000"
8039,1995,OHIO,"25,000"
8040,1995,OKLAHOMA,"4,000"
8041,1995,OREGON,"52,000"
8042,1995,OTHER STATES,"8,000"
8043,1995,PENNSYLVANIA,"25,000"
8044,1995,SOUTH CAROLINA,"9,000"
8045,1995,SOUTH DAKOTA,"240,000"
8046,1995,TENNESSEE,"5,000"
8047,1995,TEXAS,"84,000"
8048,1995,UTAH,"32,000"
8049,1995,VERMONT,"5,000"
8050,1995,VIRGINIA,"9,000"
8051,1995,WASHINGTON,"60,000"
8052,1995,WEST VIRGINIA,"13,000"
8053,1995,WISCONSIN,"73,000"
8054,1995,WYOMING,"38,000"
8055,1994,ALABAMA,"18,000"
8056,1994,ARIZONA,"53,000"
8057,1994,ARKANSAS,"55,000"
8058,1994,CALIFORNIA,"400,000"
8059,1994,COLORADO,"45,000"
8060,1994,FLORIDA,"230,000"
8061,1994,GEORGIA,"80,000"
8062,1994,HAWAII,"9,000"
8063,1994,IDAHO,"127,000"
8064,1994,ILLINOIS,"13,000"
8065,1994,INDIANA,"13,000"
8066,1994,IOWA,"52,000"
8067,1994,KANSAS,"19,000"
8068,1994,KENTUCKY,"3,000"
8069,1994,LOUISIANA,"40,000"
8070,1994,MAINE,"8,000"
8071,1994,MARYLAND,"7,000"
8072,1994,MICHIGAN,"90,000"
8073,1994,MINNESOTA,"170,000"
8074,1994,MISSISSIPPI,"19,000"
8075,1994,MISSOURI,"25,000"
8076,1994,MONTANA,"119,000"
8077,1994,NEBRASKA,"72,000"
8078,1994,NEVADA,"14,000"
8079,1994,NEW JERSEY,"11,000"
8080,1994,NEW MEXICO,"19,000"
8081,1994,NEW YORK,"68,000"
8082,1994,NORTH CAROLINA,"15,000"
8083,1994,NORTH DAKOTA,"235,000"
8084,1994,OHIO,"27,000"
8085,1994,OKLAHOMA,"5,000"
8086,1994,OREGON,"50,000"
8087,1994,OTHER STATES,"6,000"
8088,1994,PENNSYLVANIA,"27,000"
8089,1994,SOUTH CAROLINA,"10,000"
8090,1994,SOUTH DAKOTA,"260,000"
8091,1994,TENNESSEE,"6,000"
8092,1994,TEXAS,"103,000"
8093,1994,UTAH,"43,000"
8094,1994,VERMONT,"5,000"
8095,1994,VIRGINIA,"11,000"
8096,1994,WASHINGTON,"60,000"
8097,1994,WEST VIRGINIA,"20,000"
8098,1994,WISCONSIN,"75,000"
8099,1994,WYOMING,"46,000"
8100,1993,ALABAMA,"19,000"
8101,1993,ARIZONA,"55,000"
8102,1993,ARKANSAS,"50,000"
8103,1993,CALIFORNIA,"500,000"
8104,1993,COLORADO,"53,000"
8105,1993,FLORIDA,"200,000"
8106,1993,GEORGIA,"80,000"
8107,1993,HAWAII,"9,000"
8108,1993,IDAHO,"133,000"
8109,1993,ILLINOIS,"15,000"
8110,1993,INDIANA,"12,000"
8111,1993,IOWA,"56,000"
8112,1993,KANSAS,"23,000"
8113,1993,KENTUCKY,"4,000"
8114,1993,LOUISIANA,"47,000"
8115,1993,MAINE,"13,000"
8116,1993,MARYLAND,"7,000"
8117,1993,MICHIGAN,"90,000"
8118,1993,MINNESOTA,"180,000"
8119,1993,MISSISSIPPI,"17,000"
8120,1993,MISSOURI,"24,000"
8121,1993,MONTANA,"95,000"
8122,1993,NEBRASKA,"83,000"
8123,1993,NEVADA,"14,000"
8124,1993,NEW JERSEY,"11,000"
8125,1993,NEW MEXICO,"18,000"
8126,1993,NEW YORK,"65,000"
8127,1993,NORTH CAROLINA,"15,000"
8128,1993,NORTH DAKOTA,"220,000"
8129,1993,OHIO,"30,000"
8130,1993,OKLAHOMA,"6,000"
8131,1993,OREGON,"53,000"
8132,1993,OTHER STATES,"9,000"
8133,1993,PENNSYLVANIA,"28,000"
8134,1993,SOUTH CAROLINA,"11,000"
8135,1993,SOUTH DAKOTA,"245,000"
8136,1993,TENNESSEE,"8,000"
8137,1993,TEXAS,"105,000"
8138,1993,UTAH,"42,000"
8139,1993,VERMONT,"6,000"
8140,1993,VIRGINIA,"10,000"
8141,1993,WASHINGTON,"60,000"
8142,1993,WEST VIRGINIA,"20,000"
8143,1993,WISCONSIN,"100,000"
8144,1993,WYOMING,"34,000"
8145,1992,ALABAMA,"25,000"
8146,1992,ARIZONA,"70,000"
8147,1992,ARKANSAS,"45,000"
8148,1992,CALIFORNIA,"490,000"
8149,1992,COLORADO,"52,000"
8150,1992,FLORIDA,"220,000"
8151,1992,GEORGIA,"85,000"
8152,1992,HAWAII,"9,000"
8153,1992,IDAHO,"135,000"
8154,1992,ILLINOIS,"16,000"
8155,1992,INDIANA,"15,000"
8156,1992,IOWA,"65,000"
8157,1992,KANSAS,"28,000"
8158,1992,KENTUCKY,"4,000"
8159,1992,LOUISIANA,"45,000"
8160,1992,MAINE,"15,000"
8161,1992,MARYLAND,"6,000"
8162,1992,MICHIGAN,"95,000"
8163,1992,MINNESOTA,"190,000"
8164,1992,MISSISSIPPI,"25,000"
8165,1992,MISSOURI,"25,000"
8166,1992,MONTANA,"87,000"
8167,1992,NEBRASKA,"96,000"
8168,1992,NEVADA,"15,000"
8169,1992,NEW JERSEY,"8,000"
8170,1992,NEW MEXICO,"18,000"
8171,1992,NEW YORK,"70,000"
8172,1992,NORTH CAROLINA,"15,000"
8173,1992,NORTH DAKOTA,"240,000"
8174,1992,OHIO,"38,000"
8175,1992,OKLAHOMA,"9,000"
8176,1992,OREGON,"52,000"
8177,1992,OTHER STATES,"9,000"
8178,1992,PENNSYLVANIA,"30,000"
8179,1992,SOUTH CAROLINA,"11,000"
8180,1992,SOUTH DAKOTA,"240,000"
8181,1992,TENNESSEE,"7,000"
8182,1992,TEXAS,"125,000"
8183,1992,UTAH,"47,000"
8184,1992,VERMONT,"6,000"
8185,1992,VIRGINIA,"13,000"
8186,1992,WASHINGTON,"80,000"
8187,1992,WEST VIRGINIA,"23,000"
8188,1992,WISCONSIN,"105,000"
8189,1992,WYOMING,"41,000"
8190,1991,ALABAMA,"23,000"
8191,1991,ARIZONA,"75,000"
8192,1991,ARKANSAS,"47,000"
8193,1991,CALIFORNIA,"550,000"
8194,1991,COLORADO,"50,000"
8195,1991,FLORIDA,"225,000"
8196,1991,GEORGIA,"102,000"
8197,1991,HAWAII,"10,000"
8198,1991,IDAHO,"140,000"
8199,1991,ILLINOIS,"21,000"
8200,1991,INDIANA,"21,000"
8201,1991,IOWA,"70,000"
8202,1991,KANSAS,"35,000"
8203,1991,KENTUCKY,"7,000"
8204,1991,LOUISIANA,"40,000"
8205,1991,MAINE,"13,000"
8206,1991,MARYLAND,"7,000"
8207,1991,MICHIGAN,"105,000"
8208,1991,MINNESOTA,"180,000"
8209,1991,MISSISSIPPI,"28,000"
8210,1991,MISSOURI,"28,000"
8211,1991,MONTANA,"86,000"
8212,1991,NEBRASKA,"108,000"
8213,1991,NEVADA,"15,000"
8214,1991,NEW JERSEY,"11,000"
8215,1991,NEW MEXICO,"20,000"
8216,1991,NEW YORK,"77,000"
8217,1991,NORTH CAROLINA,"18,000"
8218,1991,NORTH DAKOTA,"215,000"
8219,1991,OHIO,"48,000"
8220,1991,OKLAHOMA,"9,000"
8221,1991,OREGON,"56,000"
8222,1991,OTHER STATES,"12,000"
8223,1991,PENNSYLVANIA,"40,000"
8224,1991,SOUTH CAROLINA,"11,000"
8225,1991,SOUTH DAKOTA,"225,000"
8226,1991,TENNESSEE,"14,000"
8227,1991,TEXAS,"140,000"
8228,1991,UTAH,"45,000"
8229,1991,VERMONT,"6,000"
8230,1991,VIRGINIA,"16,000"
8231,1991,WASHINGTON,"85,000"
8232,1991,WEST VIRGINIA,"26,000"
8233,1991,WISCONSIN,"110,000"
8234,1991,WYOMING,"41,000"
8235,1990,ALABAMA,"29,000"
8236,1990,ARIZONA,"67,000"
8237,1990,ARKANSAS,"42,000"
8238,1990,CALIFORNIA,"480,000"
8239,1990,COLORADO,"55,000"
8240,1990,CONNECTICUT,"2,000"
8241,1990,DELAWARE,"1,000"
8242,1990,FLORIDA,"220,000"
8243,1990,GEORGIA,"111,000"
8244,1990,HAWAII,"10,000"
8245,1990,IDAHO,"140,000"
8246,1990,ILLINOIS,"23,000"
8247,1990,INDIANA,"22,000"
8248,1990,IOWA,"70,000"
8249,1990,KANSAS,"36,000"
8250,1990,KENTUCKY,"8,000"
8251,1990,LOUISIANA,"38,000"
8252,1990,MAINE,"20,000"
8253,1990,MARYLAND,"7,000"
8254,1990,MASSACHUSETTS,"15,000"
8255,1990,MICHIGAN,"100,000"
8256,1990,MINNESOTA,"170,000"
8257,1990,MISSISSIPPI,"24,000"
8258,1990,MISSOURI,"30,000"
8259,1990,MONTANA,"98,000"
8260,1990,NEBRASKA,"118,000"
8261,1990,NEVADA,"17,000"
8262,1990,NEW HAMPSHIRE,"1,000"
8263,1990,NEW JERSEY,"15,000"
8264,1990,NEW MEXICO,"29,000"
8265,1990,NEW YORK,"81,000"
8266,1990,NORTH CAROLINA,"20,000"
8267,1990,NORTH DAKOTA,"220,000"
8268,1990,OHIO,"42,000"
8269,1990,OKLAHOMA,"9,000"
8270,1990,OREGON,"61,000"
8271,1990,PENNSYLVANIA,"41,000"
8272,1990,RHODE ISLAND,"1,000"
8273,1990,SOUTH CAROLINA,"12,000"
8274,1990,SOUTH DAKOTA,"245,000"
8275,1990,TENNESSEE,"19,000"
8276,1990,TEXAS,"140,000"
8277,1990,UTAH,"47,000"
8278,1990,VERMONT,"6,000"
8279,1990,VIRGINIA,"16,000"
8280,1990,WASHINGTON,"80,000"
8281,1990,WEST VIRGINIA,"30,000"
8282,1990,WISCONSIN,"112,000"
8283,1990,WYOMING,"40,000"
8284,1989,ALABAMA,"41,000"
8285,1989,ARIZONA,"78,000"
8286,1989,ARKANSAS,"34,000"
8287,1989,CALIFORNIA,"620,000"
8288,1989,COLORADO,"50,000"
8289,1989,CONNECTICUT,"2,000"
8290,1989,DELAWARE,"1,000"
8291,1989,FLORIDA,"250,000"
8292,1989,GEORGIA,"116,000"
8293,1989,HAWAII,"9,000"
8294,1989,IDAHO,"140,000"
8295,1989,ILLINOIS,"29,000"
8296,1989,INDIANA,"28,000"
8297,1989,IOWA,"67,000"
8298,1989,KANSAS,"37,000"
8299,1989,KENTUCKY,"12,000"
8300,1989,LOUISIANA,"35,000"
8301,1989,MAINE,"17,000"
8302,1989,MARYLAND,"9,000"
8303,1989,MASSACHUSETTS,"8,000"
8304,1989,MICHIGAN,"102,000"
8305,1989,MINNESOTA,"165,000"
8306,1989,MISSISSIPPI,"24,000"
8307,1989,MISSOURI,"33,000"
8308,1989,MONTANA,"100,000"
8309,1989,NEBRASKA,"119,000"
8310,1989,NEVADA,"15,000"
8311,1989,NEW HAMPSHIRE,"1,000"
8312,1989,NEW JERSEY,"25,000"
8313,1989,NEW MEXICO,"23,000"
8314,1989,NEW YORK,"94,000"
8315,1989,NORTH CAROLINA,"25,000"
8316,1989,NORTH DAKOTA,"310,000"
8317,1989,OHIO,"53,000"
8318,1989,OKLAHOMA,"9,000"
8319,1989,OREGON,"63,000"
8320,1989,PENNSYLVANIA,"41,000"
8321,1989,RHODE ISLAND,"1,000"
8322,1989,SOUTH CAROLINA,"15,000"
8323,1989,SOUTH DAKOTA,"235,000"
8324,1989,TENNESSEE,"25,000"
8325,1989,TEXAS,"140,000"
8326,1989,UTAH,"47,000"
8327,1989,VERMONT,"6,000"
8328,1989,VIRGINIA,"23,000"
8329,1989,WASHINGTON,"70,000"
8330,1989,WEST VIRGINIA,"32,000"
8331,1989,WISCONSIN,"108,000"
8332,1989,WYOMING,"41,000"
8333,1988,ALABAMA,"42,000"
8334,1988,ARIZONA,"80,000"
8335,1988,ARKANSAS,"34,000"
8336,1988,CALIFORNIA,"600,000"
8337,1988,COLORADO,"48,000"
8338,1988,CONNECTICUT,"2,000"
8339,1988,DELAWARE,"1,000"
8340,1988,FLORIDA,"240,000"
8341,1988,GEORGIA,"115,000"
8342,1988,HAWAII,"9,000"
8343,1988,IDAHO,"127,000"
8344,1988,ILLINOIS,"28,000"
8345,1988,INDIANA,"29,000"
8346,1988,IOWA,"49,000"
8347,1988,KANSAS,"42,000"
8348,1988,KENTUCKY,"12,000"
8349,1988,LOUISIANA,"38,000"
8350,1988,MAINE,"14,000"
8351,1988,MARYLAND,"7,000"
8352,1988,MASSACHUSETTS,"15,000"
8353,1988,MICHIGAN,"95,000"
8354,1988,MINNESOTA,"160,000"
8355,1988,MISSISSIPPI,"21,000"
8356,1988,MISSOURI,"30,000"
8357,1988,MONTANA,"105,000"
8358,1988,NEBRASKA,"113,000"
8359,1988,NEVADA,"9,000"
8360,1988,NEW HAMPSHIRE,"1,000"
8361,1988,NEW JERSEY,"30,000"
8362,1988,NEW MEXICO,"21,000"
8363,1988,NEW YORK,"94,000"
8364,1988,NORTH CAROLINA,"21,000"
8365,1988,NORTH DAKOTA,"250,000"
8366,1988,OHIO,"50,000"
8367,1988,OKLAHOMA,"10,000"
8368,1988,OREGON,"60,000"
8369,1988,PENNSYLVANIA,"45,000"
8370,1988,RHODE ISLAND,"1,000"
8371,1988,SOUTH CAROLINA,"14,000"
8372,1988,SOUTH DAKOTA,"245,000"
8373,1988,TENNESSEE,"35,000"
8374,1988,TEXAS,"124,000"
8375,1988,UTAH,"36,000"
8376,1988,VERMONT,"7,000"
8377,1988,VIRGINIA,"25,000"
8378,1988,WASHINGTON,"65,000"
8379,1988,WEST VIRGINIA,"30,000"
8380,1988,WISCONSIN,"102,000"
8381,1988,WYOMING,"39,000"
8382,1987,ALABAMA,"46,000"
8383,1987,ARIZONA,"80,000"
8384,1987,ARKANSAS,"29,000"
8385,1987,CALIFORNIA,"540,000"
8386,1987,COLORADO,"44,000"
8387,1987,CONNECTICUT,"2,000"
8388,1987,DELAWARE,"1,000"
8389,1987,FLORIDA,"240,000"
8390,1987,GEORGIA,"120,000"
8391,1987,HAWAII,"9,000"
8392,1987,IDAHO,"120,000"
8393,1987,ILLINOIS,"28,000"
8394,1987,INDIANA,"25,000"
8395,1987,IOWA,"44,000"
8396,1987,KANSAS,"46,000"
8397,1987,KENTUCKY,"14,000"
8398,1987,LOUISIANA,"35,000"
8399,1987,MAINE,"9,000"
8400,1987,MARYLAND,"7,000"
8401,1987,MASSACHUSETTS,"11,000"
8402,1987,MICHIGAN,"93,000"
8403,1987,MINNESOTA,"160,000"
8404,1987,MISSISSIPPI,"19,000"
8405,1987,MISSOURI,"30,000"
8406,1987,MONTANA,"95,000"
8407,1987,NEBRASKA,"110,000"
8408,1987,NEVADA,"11,000"
8409,1987,NEW HAMPSHIRE,"1,000"
8410,1987,NEW JERSEY,"25,000"
8411,1987,NEW MEXICO,"19,000"
8412,1987,NEW YORK,"90,000"
8413,1987,NORTH CAROLINA,"20,000"
8414,1987,NORTH DAKOTA,"300,000"
8415,1987,OHIO,"55,000"
8416,1987,OKLAHOMA,"10,000"
8417,1987,OREGON,"55,000"
8418,1987,PENNSYLVANIA,"48,000"
8419,1987,RHODE ISLAND,"1,000"
8420,1987,SOUTH CAROLINA,"15,000"
8421,1987,SOUTH DAKOTA,"260,000"
8422,1987,TENNESSEE,"35,000"
8423,1987,TEXAS,"120,000"
8424,1987,UTAH,"35,000"
8425,1987,VERMONT,"7,000"
8426,1987,VIRGINIA,"25,000"
8427,1987,WASHINGTON,"75,000"
8428,1987,WEST VIRGINIA,"21,000"
8429,1987,WISCONSIN,"92,000"
8430,1987,WYOMING,"39,000"
